cum_bench,cum_wo_cost,cum_w_cost
0.0,0.0,0.0
-0.005588161838161847,0.0053701300000000745,0.0002812529438758959
-0.004191121378621316,0.010224630000000075,0.005135752943875896
-0.016062062937062936,-0.0005944199999999254,-0.005683297056124104
-0.015359640359640332,0.0013143599999999628,-0.0037745170561242158
-0.01047390109890109,-0.015407429999999889,-0.020496307056124066
-0.012565559440559409,-0.020896209999999964,-0.02598508705612414
-0.006985202297702239,-0.02552605,-0.03061492705612418
-0.02094780219780218,-0.02968159000000004,-0.034770467056124216
-0.022344842657342573,-0.02647882999999989,-0.031567707056124064
-0.018856143856143863,-0.03099996999999993,-0.0360888470561241
-0.004191121378621319,-0.0313157,-0.036404577056124175
-0.011168518981018881,-0.03464999000000004,-0.039738867056124214
-0.020253184315684257,-0.03977717999999989,-0.044866057056124065
-0.012565559440559412,-0.032532269999999926,-0.0376211470561241
-0.012565559440559412,-0.024743469999999927,-0.0298323470561241
-0.008374438061937958,-0.026299719999999926,-0.0313885970561241
-0.0062827797202796385,-0.030222600000000002,-0.035311477056124176
-0.0013970404595403958,-0.02954987999999989,-0.03463875705612406
-0.0069852022977022424,-0.031176559999999964,-0.03626543705612414
-0.015359640359640336,-0.03205095,-0.037139827056124175
-0.01675668081918073,-0.029866709999999963,-0.034955587056124136
-0.023039460539460502,-0.03739667000000011,-0.042485547056124284
-0.04189560439560436,-0.053876209999999966,-0.05896508705612413
-0.043995067432567356,-0.06270371999999994,-0.06779259705612409
-0.037704483016982905,-0.055041059999999975,-0.06012993705612413
-0.04539210789210789,-0.08335669000000005,-0.0884455670561242
-0.041200986513486436,-0.08455740999999997,-0.08964628705612412
-0.038406905594405516,-0.08030144000000004,-0.0853903170561242
-0.039101523476523445,-0.08638335999999996,-0.09147223705612412
-0.04120098651348644,-0.07952411999999992,-0.08461299705612407
-0.04748376623376622,-0.08801760999999995,-0.09310648705612411
-0.043292644855144766,-0.09584180999999996,-0.10093068705612411
-0.0446896853146853,-0.09305613000000007,-0.09814500705612422
-0.03142170329670328,-0.09682703000000006,-0.10191590705612422
-0.02862762237762236,-0.08450058000000006,-0.08958945705612421
-0.02723058191808183,-0.07472481999999991,-0.07981369705612407
-0.01606206293706295,-0.06678272999999987,-0.07187160705612403
-0.01606206293706295,-0.06804220999999995,-0.0731310870561241
-0.039101523476523445,-0.0797147199999999,-0.08480359705612406
-0.030727085414585353,-0.06752209000000002,-0.07261096705612417
-0.02164242007991998,-0.061998259999999944,-0.0670871370561241
-0.020947802197802193,-0.06503369000000002,-0.07012256705612417
-0.020947802197802193,-0.06693570999999994,-0.07202458705612409
-0.032124125874125886,-0.0782912199999999,-0.08338009705612405
-0.027933004495504433,-0.08039223000000005,-0.0854811070561242
-0.057263049450549386,-0.09834957000000008,-0.10343844705612423
-0.06285121128871124,-0.10824697999999985,-0.113335857056124
-0.04888080669330662,-0.09935209999999997,-0.10444097705612412
-0.04888080669330662,-0.10214034999999998,-0.10722922705612413
-0.046789148351648296,-0.10383059999999998,-0.10891947705612413
-0.04189560439560438,-0.1001135699999999,-0.10520244705612405
-0.04329264485514477,-0.08537409000000001,-0.09046296705612417
-0.05027784715284715,-0.08771759000000001,-0.09280646705612416
-0.04120098651348646,-0.09217183000000005,-0.0972607070561242
-0.05307192807192808,-0.09675046999999991,-0.10183934705612406
-0.062148788711288636,-0.09675597999999987,-0.10184485705612402
-0.06773695054945048,-0.10271499000000002,-0.10780386705612417
-0.08100493256743249,-0.1146382699999999,-0.11972714705612406
-0.08030250999001003,-0.1185391699999999,-0.12362804705612405
-0.08659309440559435,-0.12478557999999987,-0.12987445705612402
-0.07122564935064933,-0.12239529999999998,-0.12748417705612414
-0.07611919330669326,-0.13377238000000005,-0.1388612570561242
-0.08868475274725267,-0.1506098,-0.15569867705612414
-0.08799013486513488,-0.1540567700000001,-0.15914564705612425
-0.08240197302697302,-0.14532301999999991,-0.15041189705612407
-0.09217345154845151,-0.1490389699999999,-0.15412784705612406
-0.09636457292707297,-0.14077053000000006,-0.1458594070561242
-0.09846403596403597,-0.13342068000000007,-0.13850955705612422
-0.09846403596403597,-0.14237565,-0.14746452705612415
-0.11382367632367629,-0.14576997999999988,-0.15085885705612403
-0.1124266358641359,-0.13954671999999993,-0.14463559705612408
-0.11592313936063929,-0.1443604299999999,-0.14944930705612405
-0.12150349650349646,-0.1345045800000001,-0.13959345705612425
-0.12639704045954037,-0.12750324000000005,-0.1325921170561242
-0.13966502247752238,-0.14777716999999993,-0.15286604705612408
-0.1424591033966033,-0.1500865,-0.15517537705612416
-0.16480394605394602,-0.18625771000000008,-0.19134658705612423
-0.19692807192807188,-0.22900992000000003,-0.23409879705612419
-0.1620098651348651,-0.21863353,-0.22372240705612415
-0.15712412587412586,-0.18795894000000013,-0.19304781705612428
-0.15991820679320679,-0.16089780999999997,-0.16598668705612413
-0.13687094155844148,-0.138879,-0.14396787705612415
-0.12988573926073924,-0.14022045999999996,-0.14530933705612412
-0.1375655594405594,-0.14650795999999996,-0.15159683705612412
-0.13267982017982016,-0.15574130999999997,-0.16083018705612412
-0.13198520229770225,-0.14193212999999988,-0.14702100705612403
-0.14315372127872125,-0.15513704000000003,-0.16022591705612418
-0.14455076173826178,-0.1558308799999999,-0.16091975705612405
-0.14175668081918086,-0.15695830999999996,-0.16204718705612411
-0.10405219780219782,-0.14221010999999997,-0.14729898705612413
-0.1138236763236763,-0.13490864000000005,-0.1399975170561242
-0.11312905844155838,-0.12021286999999994,-0.1253017470561241
-0.11102959540459538,-0.1269260799999999,-0.13201495705612407
-0.11801479770229761,-0.1303135299999999,-0.13540240705612405
-0.10754089660339652,-0.13043933000000008,-0.13552820705612423
-0.09217345154845151,-0.12064786999999992,-0.1257367470561241
-0.09427291458541451,-0.1096743,-0.11476317705612415
-0.11382367632367629,-0.12374514000000005,-0.12883401705612418
-0.10893793706293706,-0.10487290999999997,-0.10996178705612411
-0.12919112137862132,-0.11769230000000001,-0.12278117705612415
-0.13407686063936056,-0.12546980000000002,-0.13055867705612414
-0.13058816183816185,-0.12010064000000006,-0.1251895170561242
-0.12848869880119887,-0.11131525000000003,-0.11640412705612416
-0.11173201798201801,-0.10669971999999996,-0.11178859705612408
-0.11661775724275725,-0.10883775999999999,-0.11392663705612412
-0.11452609890109892,-0.08949652999999992,-0.09458540705612405
-0.10754089660339655,-0.09129934000000008,-0.0963882170561242
-0.09427291458541454,-0.08743744000000007,-0.0925263170561242
-0.096364572927073,-0.09846398000000012,-0.10355285705612424
-0.08449363136863138,-0.06578203000000012,-0.07087090705612424
-0.0879901348651349,-0.06950806000000001,-0.07459693705612414
-0.09147883366633362,-0.06542435000000005,-0.07051322705612417
-0.0782108516483516,-0.043754580000000126,-0.04884345705612425
-0.08169955044955046,-0.03078899000000009,-0.033225143611674536
-0.07890546953046954,-0.02959255000000005,-0.0320287036116745
-0.07890546953046954,-0.013257119999999976,-0.015693273611674427
-0.08519605394605398,-0.022611010000000015,-0.025047163611674465
-0.08519605394605398,-0.020118269999999976,-0.022554423611674427
